formalization,stopword_removal
"['ahy', 'ajak', 'warga', 'jawa', 'barat', 'untuk', 'menang', 'prabowo', 'dalam', 'satu', 'putar', 'anr', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",ahy ajak warga jawa barat menang prabowo putar anr agusyudhoyono pdemokrat demokrat bareng ahy
"['damping', 'kampanye', 'prabowo', 'di', 'tasik', 'ahy', 'kita', 'yakin', 'indonesia', 'makin', 'maju', 'dan', 'makmur', 'tvo', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",damping kampanye prabowo tasik ahy indonesia maju makmur tvo pdemokrat agusyudhoyono demokrat bareng ahy
"['vivacoid', 'sumber', 'mulut', 'prabowo', 'om']",vivacoid sumber mulut prabowo om
"['informasi', 'slot', 'gacor', 'hari', 'ini', 'slot', 'percaya', 'dan', 'di', 'jamin', 'membayara', 'link', 'slot', 'gacor', 'prabowo', 'gibran', 'masdar', 'anies', 'pakbowoikut', 'maunyakita', 'gaco', 'haechan', 'lee']",informasi slot gacor slot percaya jamin membayara link slot gacor prabowo gibran masdar anies pakbowoikut maunyakita gaco haechan lee
"['jansen', 'jsp', 'harus', 'mas', 'ahy', 'agusyudhoyono', 'yang', 'damping', 'prabowo', 'bang', 'cocok', 'dripda', 'gibran', 'jauh', 'mana', 'lah']",jansen jsp mas ahy agusyudhoyono damping prabowo bang cocok dripda gibran
"['cnnindonesia', 'banyak', 'foto', 'yang', 'indikasi', 'bahwa', 'banyak', 'anak', 'bawah', 'umur', 'waktu', 'itu', 'demo', 'demi', 'prabowo', 'tapi', 'sayang', 'bahkan', 'telah', 'prabowo', 'jadi', 'menhan', 'orang', 'kuat', 'ke', 'indonesia', 'pun', 'kasus', 'itu', 'kes', 'tidak_penting', 'bagi', 'prabowo']",cnnindonesia foto indikasi anak umur demo prabowo sayang prabowo menhan orang kuat indonesia kes tidak penting prabowo
"['partaisocmed', 'aniesbaswedan', 'prabowo', 'pernah', 'lihat', 'anjing', 'makan', 'kotor', 'lidah', 'dijulurin']",partaisocmed aniesbaswedan prabowo lihat anjing makan kotor lidah dijulurin
"['wan', 'abud', 'tidak_tahu', 'terima kasih']",wan abud tidak tahu terima kasih
"['partaisocmed', 'aniesbaswedan', 'prabowo', 'persis', 'kata', 'budiman', 'dan', 'ade', 'kalau', 'dukung', 'probowo', 'itu']",partaisocmed aniesbaswedan prabowo persis budiman ade dukung probowo
"['mardigu', 'pak', 'prabowo', 'punya', 'dan', 'lebih', 'punya', 'dari', 'presiden', 'belum', 'pimpin', 'kaya', 'jauh', 'dari', 'kkn', 'nilai', 'plus', 'beliau', 'nyapres', 'beliau', 'ketua', 'partai', 'tidak_tugas', 'tidak_anak', 'pungut', 'jadi', 'tidak_ada', 'satu', 'orang', 'di', 'dalam', 'partai', 'yang', 'berani', 'intimidasi', 'beliau', 'untuk', 'bagai', 'hal', 'kalau', 'pilih']",mardigu prabowo presiden pimpin kaya kkn nilai plus beliau nyapres beliau ketua partai tidak tugas tidak anak pungut tidak ada orang partai berani intimidasi beliau pilih
"['rojeoz', 'program', 'kerja', 'prabowo', 'gibran', 'kena', 'hal', 'ini', 'memang', 'sangat', 'luar', 'biasa', 'sekali', 'tuju', 'dan', 'manfaat', 'iya']",rojeoz program kerja prabowo gibran kena tuju manfaat iya
"['tijabar', 'anies', 'ungkap', 'fakta', 'para', 'dayang', 'kata', 'serang', 'tidak_prabowo', 'yang', 'serang', 'anies', 'tong', 'fahrihamzah']",tijabar anies fakta dayang serang tidak prabowo serang anies tong fahrihamzah
"['gibran', 'tweet', 'persisofficial', 'bhayangkara', 'fc', 'prabowo', 'dan', 'gibran', 'sama', 'sama', 'cacat', 'etik', 'cacat', 'moral']",gibran tweet persisofficial bhayangkara fc prabowo gibran cacat etik cacat moral
"['prabowo', 'sindir', 'anies', 'baswedan', 'anggaran pendapatan dan belanja daerah', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'pimpin', 'jakarta', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']",prabowo sindir anies baswedan anggaran pendapatan dan belanja daerah mas anies gagal pimpin jakarta gaco anies gempa daesang pagi batter up views pilih
"['resty', 'cayah', 'prabowo', 'jokowi', 'double', 'wow', 'tuh', 'tanah', 'dari', 'mana', 'nanti', 'telah', 'baca', 'tahu', 'dan', 'mengerti', 'reaksi', 'oh', 'my']",resty cayah prabowo jokowi double wow tuh tanah baca mengerti reaksi oh my
"['perlu', 'jelas', 'yang', 'kongkrit', 'kait', 'sampai', 'pak', 'prabowo', 'gerindra', 'ini', 'supaya', 'tidak_jadi', 'preseden', 'buruk', 'depan', 'apabila', 'beliau', 'beri', 'amanah', 'apakah', 'benar', 'video', 'sebut', 'konteks', 'apa', 'kapan', 'mana', 'sampai', 'budimandjatmiko', 'saya', 'saja', 'anakkolong', 'adearmando']",kongkrit kait prabowo gerindra tidak jadi preseden buruk beliau amanah video konteks budimandjatmiko anakkolong adearmando
"['tita', 'aniesbaswedan', 'prabowo', 'ganjarpranowo', 'kalau', 'tidak', 'suka', 'tidak_tinggal', 'di', 'negri', 'ini', 'tinggal', 'di', 'negri', 'yang', 'mayoritas', 'kafir']",tita aniesbaswedan prabowo ganjarpranowo suka tidak tinggal negri tinggal negri mayoritas kafir
"['speedtrap', 'budimandjatmiko', 'suara', 'kami', 'untukk', 'nomor', 'pokok', 'masdar', 'aamiin', 'moga', 'menang', 'di', 'satu', 'putarann', 'prabowo', 'gibran']",speedtrap budimandjatmiko suara untukk nomor pokok masdar aamiin moga menang putarann prabowo gibran
"['ngiring', 'dukung', 'sareng', 'sareng', 'putra', 'bal']",ngiring dukung sareng sareng putra bal
"['ayamkepal', 'ganjar', 'app', 'heraloebss', 'gibran', 'tweet', 'prabowo', 'golkar', 'id', 'gerindra', 'datuakrajoangek', 'psi', 'id', 'betul', 'anak', 'tukang', 'becak', 'yang', 'sekarang', 'sudah', 'bisa', 'kuliah', 'dan', 'jadi', 'sarjana', 'dan', 'sekarang', 'saat', 'nya', 'anak', 'tukang', 'becak', 'bisa', 'mimpi', 'lebih', 'tinggi']",ayamkepal ganjar app heraloebss gibran tweet prabowo golkar id gerindra datuakrajoangek psi id anak tukang becak kuliah sarjana nya anak tukang becak mimpi
"['heraloebss', 'gibran', 'tweet', 'prabowo', 'golkar', 'id', 'gerindra', 'datuakrajoangek', 'psi', 'id', 'ngimpi', 'bangun', 'dari', 'hongkong']",heraloebss gibran tweet prabowo golkar id gerindra datuakrajoangek psi id ngimpi bangun hongkong
"['doktertifa', 'sehat', 'sehat', 'iya', 'pak', 'prabowo', 'sehat', 'bapak', 'yang', 'lebih', 'utama', 'saya', 'yakin', 'bapak', 'bangga', 'dengan', 'pak', 'aniesbaswedan', 'yang', 'sdh', 'bapak', 'usung', 'jadi', 'gub', 'dki', 'saat', 'itu', 'tyt', 'bapak', 'tidak_salah', 'pilih', 'kami', 'jadi', 'bisa', 'lihat', 'putra', 'baik', 'negri', 'ini', 'terima kasih', 'pak', 'prabowo']",doktertifa sehat sehat iya prabowo sehat utama bangga aniesbaswedan sdh usung gub dki tyt tidak salah pilih lihat putra negri terima kasih prabowo
"['turut', 'dosen', 'ugm', 'nyarwi', 'ahmad', 'citra', 'lucu', 'prabowo', 'lama', 'ini', 'rupa', 'bagi', 'dari', 'ilusi', 'realitas', 'yang', 'buat']",dosen ugm nyarwi ahmad citra lucu prabowo rupa ilusi realitas
"['elektabilitas', 'tembus', 'persen', 'ahy', 'prabowo', 'bisa', 'menang', 'satu', 'putar', 'mua', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",elektabilitas tembus persen ahy prabowo menang putar mua agusyudhoyono pdemokrat demokrat bareng ahy
"['kaum', 'jelata', 'propaganda', 'ajengcute', 'alextham', 'lembayung', 'ignasbowo', 'minietweets', 'mpoklela', 'bengkeldodo', 'pilih', 'yang', 'asli', 'lalu', 'beberapa', 'kali', 'nyaring', 'alias', 'tempa', 'alam', 'dan', 'itu', 'hanya']",kaum jelata propaganda ajengcute alextham lembayung ignasbowo minietweets mpoklela bengkeldodo pilih asli kali nyaring alias tempa alam
"['beri', 'puji', 'ke', 'ahy', 'prabowo', 'pimpin', 'yang', 'hebat', 'untuk', 'bangsa', 'indonesia', 'muj', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",puji ahy prabowo pimpin hebat bangsa indonesia muj pdemokrat agusyudhoyono demokrat bareng ahy
"['partaisocmed', 'aniesbaswedan', 'prabowo', 'umur', 'tahun', 'belum', 'punya', 'hak', 'pilih', 'tidak_arti', 'tidak_boleh', 'dukung', 'sudah', 'konfirmasi', 'sama', 'ayah', 'benar', 'harun', 'al', 'rasyid', 'adalah', 'dukung', 'prabowo', 'nuduh', 'orang', 'isu bohong', 'dengan', 'membuaylt', 'tuduh', 'isu bohong', 'anda', 'butuh', 'mantel', 'intelligence']",partaisocmed aniesbaswedan prabowo umur hak pilih tidak arti tidak boleh dukung konfirmasi ayah harun al rasyid dukung prabowo nuduh orang isu bohong membuaylt tuduh isu bohong butuh mantel intelligence
"['kompastv', 'memang', 'di', 'sesal', 'kolam', 'karena', 'bisa', 'gerus', 'suara', 'prabowo']",kompastv sesal kolam gerus suara prabowo
"['dedeegumu', 'kumpar', 'prabowo', 'heleh', 'gaya', 'loo', 'sok']",dedeegumu kumpar prabowo heleh gaya loo sok
"['prabowo', 'prediksi', 'ahy', 'akan', 'jadi', 'pimpin', 'di', 'tingkat', 'nasional', '', 'fc', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",prabowo prediksi ahy pimpin tingkat nasional  fc agusyudhoyono pdemokrat demokrat bareng ahy
"['hadifianwidjaja', 'dahnilanzar', 'anak', 'usia', 'tahun', 'yang', 'tidak_punya', 'hak', 'pilih', 'jadi', 'korban', 'itu', 'tinggal', 'di', 'aksi', 'demo', 'dukung', 'prabowo', 'yang', 'protes', 'hasil', 'pilpres', 'bocil', 'yang', 'di', 'timang', 'prabowo', 'itu', 'dipakein', 'atribut', 'partai', 'usung', 'prabowo', 'buat', 'pilpres', 'siapa', 'yang', 'offside']",hadifianwidjaja dahnilanzar anak usia tidak punya hak pilih korban tinggal aksi demo dukung prabowo protes hasil pilpres bocil timang prabowo dipakein atribut partai usung prabowo pilpres offside
"['pas', 'debat', 'malam', 'nonton', 'anies', 'prabowo', 'ganjar', 'sudah', 'yakin', 'sii', 'minimal', 'tidak_pilih', 'anies']",pas debat malam nonton anies prabowo ganjar sii minimal tidak pilih anies
"['tita', 'aniesbaswedan', 'prabowo', 'ganjarpranowo', 'si', 'mohmahfudmd', 'lagi', 'lebih', 'parah', 'kata', 'bangsa', 'inj', 'harus', 'satu', 'dengan', 'islam']",tita aniesbaswedan prabowo ganjarpranowo si mohmahfudmd parah bangsa inj islam
"['demokrat', 'sumsel', 'siap', 'menang', 'pasang', 'prabowo', 'gibran', 'di', 'pilpres', '', 'vh', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",demokrat sumsel menang pasang prabowo gibran pilpres  vh pdemokrat agusyudhoyono demokrat bareng ahy
"['kompastv', 'masuk', 'akal', 'suara', 'prabowo', 'jokowi', 'jika', 'satu', 'di', 'prabowo', 'gibran', 'harus', '', 'lihat', 'survey', '', 'saja', 'susah', 'tidak_bakal', 'menang', 'putar']",kompastv masuk akal suara prabowo jokowi prabowo gibran  lihat survey  susah tidak bakal menang putar
"['prabowo', 'sindir', 'anies', 'baswedan', 'anggaran pendapatan dan belanja daerah', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'pimpin', 'jakarta', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']",prabowo sindir anies baswedan anggaran pendapatan dan belanja daerah mas anies gagal pimpin jakarta gaco anies gempa daesang pagi batter up views pilih
"['andre', 'rosiade', 'saya', 'pikir', 'debat', 'kemarin', 'semua', 'masih', 'normal', 'atau', 'tidak apa apa', 'tapi', 'pas', 'nyebut', 'soal', 'prabowo', 'anak', 'saya', 'saja', 'sampai', 'sedak', 'kaget', 'botayangku', 'tolak', 'lupa']",andre rosiade pikir debat kemarin normal tidak apa apa pas nyebut prabowo anak sedak kaget botayangku tolak lupa
"['ahy', 'optimis', 'prabowo', 'akan', 'wujud', 'ubah', 'pada', 'indonesia', '', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",ahy optimis prabowo wujud ubah indonesia  agusyudhoyono pdemokrat demokrat bareng ahy
"['hadir', 'raya', 'ultah', 'prabowo', 'ahy', 'moga', 'beliau', 'pilih', 'jadi', 'presiden', 'ely', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",hadir raya ultah prabowo ahy moga beliau pilih presiden ely pdemokrat agusyudhoyono demokrat bareng ahy
"['dedy', 'pram', 'pasti', 'prabowo', 'anies', 'tidak', 'punya', 'prestasi']",dedy pram prabowo anies prestasi
"['basis', 'lama', 'kembali', 'elektabilitas', 'prabowo', 'makin', 'solid', 'jelang', 'pilpres', 'jl', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",basis elektabilitas prabowo solid jelang pilpres jl pdemokrat agusyudhoyono demokrat bareng ahy
"['prabowo', 'ulang', 'tahun', 'ahy', 'doa', 'agar', 'jadi', 'presiden', 'gqr', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",prabowo ulang ahy doa presiden gqr agusyudhoyono pdemokrat demokrat bareng ahy
"['partaisocmed', 'prabowo', 'mastum', 'lagi', 'kamu', 'tepuk', 'air', 'di', 'dulang', 'percik', 'muka', 'sendiri', 'demi', 'kampanye', 'yang', 'nyata', 'justru', 'kamu', 'sendiri', 'yang', 'disinformasi', 'jadi', 'hancur', 'kredibilitas', 'mastum', 'akan', 'twitmu', 'ini', 'memgatakan', 'tidak_kampanye', 'pakai', 'rokok', 'coba', 'sekali', 'turun', 'ke', 'rl', 'pasti', 'kamu', 'kaget', 'mastum']",partaisocmed prabowo mastum tepuk air dulang percik muka kampanye nyata disinformasi hancur kredibilitas mastum twitmu memgatakan tidak kampanye pakai rokok coba turun rl kaget mastum
"['yulianidiya', 'budiman', 'kata', 'pak', 'prabowo', 'ada', 'dalam', 'posisi', 'penuh', 'panggil', 'tugas', 'negara', 'dekade']",yulianidiya budiman prabowo posisi penuh panggil tugas negara dekade
"['ahy', 'akan', 'juang', 'menang', 'prabowo', 'siapa', 'pun', 'cawapresnya', 'gwi', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",ahy juang menang prabowo cawapresnya gwi agusyudhoyono pdemokrat demokrat bareng ahy
"['yanpanjie', 'partaisocmed', 'aniesbaswedan', 'prabowo', 'kamu', 'percaya', 'bang', 'saya', 'sih', 'tidak']",yanpanjie partaisocmed aniesbaswedan prabowo percaya bang sih
"['cawapres', 'kim', 'wewenang', 'mutlak', 'capres', 'ahy', 'demokrat', 'usul', 'khofifah', 'cawapres', 'prabowo', 'wn', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",cawapres kim wewenang mutlak capres ahy demokrat usul khofifah cawapres prabowo wn pdemokrat agusyudhoyono demokrat bareng ahy
"['yulianidiya', 'prabowo', 'prajurit', 'harus', 'selalu', 'komitmen', 'pada', 'abdi', 'dan', 'korban', 'buat', 'bangsa', 'dekade']",yulianidiya prabowo prajurit komitmen abdi korban bangsa dekade
"['ahy', 'kami', 'siap', 'menang', 'prabowo', 'demokrat', 'bangkit', 'di', 'me', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy menang prabowo demokrat bangkit me pdemokrat agusyudhoyono demokrat bareng ahy
"['partaisocmed', 'pemudaidamanid', 'pak', 'prabowo', 'bilang', 'masalah', 'papua', 'itu', 'rumit', 'makanya', 'hampir', 'tahun', 'beliau', 'menhan', 'tidak_kelar', 'apa', 'lagi', 'masalah', 'di', 'seluruh', 'indonesia', 'pasti', 'lebih', 'rumit', 'lagi', 'pimpin', 'indonesia', 'ini', 'emang', 'berat', '', 'amp', 'rumit', 'mas', 'tum', 'partaisocmed', 'kita', 'semua', 'tidak_sanggup', 'biar', 'aamiin', 'saja']",partaisocmed pemudaidamanid prabowo bilang papua rumit beliau menhan tidak kelar indonesia rumit pimpin indonesia emang berat  amp rumit mas tum partaisocmed tidak sanggup biar aamiin
"['sikap', 'tegas', 'prabowo', 'bawa', 'unggul', 'di', 'jawa', 'barat', 'omn', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",sikap prabowo bawa unggul jawa barat omn pdemokrat agusyudhoyono demokrat bareng ahy
"['prabowo', 'sindir', 'anies', 'baswedan', 'anggaran pendapatan dan belanja daerah', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'pimpin', 'jakarta', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']",prabowo sindir anies baswedan anggaran pendapatan dan belanja daerah mas anies gagal pimpin jakarta gaco anies gempa daesang pagi batter up views pilih
"['esawela', 'prabowo', 'gibran', 'hasil', 'cipta', 'bijak', 'yang', 'orientasi', 'pada', 'adil', 'gender', 'aku', 'peran', 'penting', 'perempuan', 'dalam', 'bangun', 'program', 'prioritaspragibs']",esawela prabowo gibran hasil cipta bijak orientasi adil gender peran perempuan bangun program prioritaspragibs
"['ahy', 'yakin', 'prabowo', 'pimpin', 'yang', 'prioritas', 'penting', 'bangsa', 'zxs', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",ahy prabowo pimpin prioritas bangsa zxs agusyudhoyono pdemokrat demokrat bareng ahy
"['pubgmglobal', 'daggerdast', 'partaisocmed', 'kamu', 'bilang', 'kan', 'kuasa', 'tanya', 'nya', 'apa', 'itu', 'prabowo', 'kenapa', 'hanya', 'prabowo', 'kuasa', 'lain', 'mana']",pubgmglobal daggerdast partaisocmed bilang kuasa nya prabowo prabowo kuasa
"['yulianidiya', 'nusron', 'tegas', 'langkah', 'gabung', 'prabowo', 'ke', 'perintah', 'tidak_bentuk', 'pragmatisme', 'atau', 'hanya', 'cari', 'untung', 'semata', 'dekade']",yulianidiya nusron langkah gabung prabowo perintah tidak bentuk pragmatisme cari untung dekade
"['partai', 'demokrat', 'prabowo', 'sama', 'presiden', 'ke', 'dan', 'ke', 'bisa', 'jadi', 'presiden', 'ke', 'ker', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",partai demokrat prabowo presiden presiden ker pdemokrat agusyudhoyono demokrat bareng ahy
"['yulianidiya', 'hak', 'asasi', 'digital', 'prabowo', 'gibran', 'tingkat', 'akses', 'internet', 'optimal', 'dekade']",yulianidiya hak asasi digital prabowo gibran tingkat akses internet optimal dekade
"['yulianidiya', 'prabowo', 'gibran', 'siap', 'siap', 'sapa', 'pilih', 'yang', 'masih', 'bimbang', 'ini', 'dekade']",yulianidiya prabowo gibran sapa pilih bimbang dekade
"['prabowo', 'aku', 'sosok', 'pimpin', 'daulat', 'untuk', 'indonesia', 'owt', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",prabowo sosok pimpin daulat indonesia owt pdemokrat agusyudhoyono demokrat bareng ahy
"['usai', 'gabung', 'kim', 'elektabilitas', 'demokrat', 'dan', 'prabowo', 'kian', 'tingkat', '', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",gabung kim elektabilitas demokrat prabowo kian tingkat  pdemokrat agusyudhoyono demokrat bareng ahy
"['resty', 'cayah', 'prabowo', 'bullshit', 'saja', 'peng', 'peng', 'juga', 'ujung', 'nya']",resty cayah prabowo bullshit peng peng ujung nya
"['mimih', 'mei', 'jokowi', 'minietweets', 'jordanmihaf', 'bengkeldodo', 'alextham', 'abby', 'mei', 'abbynfam', 'digifeeder', 'raden', 'wijaya', 'rojeoz', 'tidak_lain', 'bahwa', 'maju', 'pak', 'prabowo', 'ini', 'bagai', 'calon', 'presiden', 'iya', 'hanya', 'untuk', 'abdi', 'dan', 'beri', 'yang', 'baik', 'untuk', 'bangsa', 'ini']",mimih mei jokowi minietweets jordanmihaf bengkeldodo alextham abby mei abbynfam digifeeder raden wijaya rojeoz tidak lain maju prabowo calon presiden iya abdi bangsa
"['prabowo', 'jum', 'atan', 'mana']",prabowo jum atan
"['tuju', 'dengan', 'dapat', 'bapak', 'eddy', 'soeparno', 'prabowo', 'memang', 'lihat', 'tegas', 'dan', 'seperti', 'tahan', 'program', 'program', 'yang', 'baik', 'dari', 'perintah', 'belum']",tuju eddy soeparno prabowo lihat tahan program program perintah
"['blakcrws', 'ciro', 'abu', 'mahdzuroh', 'lah', 'dia', 'juga', 'dulu', 'dukung', 'prabowo', 'yang', 'lebih', 'liberal', 'dari', 'anies', 'harus', 'itu', 'lebih', 'ke', 'anti', 'jokowi', 'pdip', 'sejak', 'kasus', 'ahok']",blakcrws ciro abu mahdzuroh dukung prabowo liberal anies anti jokowi pdip ahok
"['bangsaygsujud', 'propaganda', 'ajengcute', 'alextham', 'lembayung', 'ignasbowo', 'minietweets', 'mpoklela', 'bengkeldodo', 'untuk', 'negara', 'tidak_coba', 'pilih', 'yang', 'pasti', 'saja']",bangsaygsujud propaganda ajengcute alextham lembayung ignasbowo minietweets mpoklela bengkeldodo negara tidak coba pilih
"['ahy', 'instruksi', 'ke', 'seluruh', 'kader', 'demokrat', 'menang', 'prabowo', 'di', 'pilpres', 'joy', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",ahy instruksi kader demokrat menang prabowo pilpres joy agusyudhoyono pdemokrat demokrat bareng ahy
"['prabowo', 'sindir', 'anies', 'baswedan', 'anggaran pendapatan dan belanja daerah', 'paling', 'besar', 'tapi', 'kok', 'mas', 'anies', 'gagal', 'pimpin', 'jakarta', 'gaco', 'anies', 'gempa', 'daesang', 'pagi', 'batter', 'up', 'views', 'pilih', 'baik']",prabowo sindir anies baswedan anggaran pendapatan dan belanja daerah mas anies gagal pimpin jakarta gaco anies gempa daesang pagi batter up views pilih
"['dengan', 'inisiatif', 'prabowo', 'industri', 'nasional', 'harap', 'mampu', 'luas', 'jangkau', 'ekspor', 'program', 'prioritaspragibs']",inisiatif prabowo industri nasional harap luas jangkau ekspor program prioritaspragibs
"['prabowo', 'gibran', 'beri', 'harap', 'baru', 'dengan', 'program', 'daya', 'ekonomi', 'masyarakat', 'untuk', 'kurang', 'senjang', 'sosial', 'program', 'prioritaspragibs']",prabowo gibran harap program daya ekonomi masyarakat senjang sosial program prioritaspragibs
"['bangun', 'sistem', 'administrasi', 'yang', 'adaptif', 'prabowo', 'dan', 'gibran', 'komitmen', 'untuk', 'tingkat', 'kerja', 'negara', 'program', 'prioritaspragibs']",bangun sistem administrasi adaptif prabowo gibran komitmen tingkat kerja negara program prioritaspragibs
"['ahy', 'instruksi', 'kader', 'demokrat', 'menang', 'prabowo', 'di', 'pilpres', '', 'ij', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy instruksi kader demokrat menang prabowo pilpres  ij pdemokrat agusyudhoyono demokrat bareng ahy
"['eko', 'mdy', 'asmara', 'prabowo', 'prestasi', 'wowo', 'gebrak', 'meja', 'joged', 'melet', 'dan', 'tantrum']",eko mdy asmara prabowo prestasi wowo gebrak meja joged melet tantrum
"['heraloebss', 'gerindra', 'prabowo', 'hipokrit', 'itu', 'kalah', 'dipilpres', 'bahkan', 'jadi', 'menteri', 'gila', 'jabat']",heraloebss gerindra prabowo hipokrit kalah dipilpres menteri gila jabat
"['ahy', 'instruksi', 'kader', 'demokrat', 'rapat', 'baris', 'menang', 'prabowo', 'rel', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",ahy instruksi kader demokrat rapat baris menang prabowo rel agusyudhoyono pdemokrat demokrat bareng ahy
"['partaisocmed', 'prabowo', 'uhuk', 'kasih', 'uang', 'berapa', 'informasi', 'dong']",partaisocmed prabowo uhuk kasih uang informasi
"['gaya', 'kampanye', 'joget', 'lucu', 'dari', 'capres', 'nomor', 'urut', 'prabowo', 'subianto', 'ramai', 'sebut', 'sebut', 'mirip', 'dengan', 'bongbong', 'marcos', 'siapa', 'dia']",gaya kampanye joget lucu capres nomor urut prabowo subianto ramai bongbong marcos
"['ahy', 'ajak', 'seluruh', 'kader', 'partai', 'demokrat', 'menang', 'prabowo', 'di', 'pilpres', 'upj', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy ajak kader partai demokrat menang prabowo pilpres upj pdemokrat agusyudhoyono demokrat bareng ahy
"['gerindra', 'bantah', 'soal', 'anies', 'bilang', 'prabowo', 'bisnis', 'macet', 'gegara', 'jadi', 'oposisi']",gerindra bantah anies bilang prabowo bisnis macet gegara oposisi
"['pakai', 'strategi', 'serang', 'darat', 'dan', 'udara', 'demokrat', 'jakarta', 'kerja', 'keras', 'menang', 'prabowo', '', '', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",pakai strategi serang darat udara demokrat jakarta kerja keras menang prabowo   agusyudhoyono pdemokrat demokrat bareng ahy
"['chaves', 'mas', 'chaves', 'mas', 'chaves', 'dukung', 'prabowo', 'tidak_baris', 'yang', 'fanatik', 'mas', 'jadi', 'kalau', 'prabowo', 'gabung', 'dengan', 'alas', 'satu', 'bangsa', 'tidak_tepat', 'yang', 'lebih', 'tepat', 'prabowo', 'gabung', 'dan', 'tinggal', 'dukung', 'belakang']",chaves mas chaves mas chaves dukung prabowo tidak baris fanatik mas prabowo gabung alas bangsa tidak tepat prabowo gabung tinggal dukung
"['ahy', 'minta', 'kader', 'panas', 'mesin', 'partai', 'menang', 'prabowo', 'pada', 'pilpres', 'odd', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",ahy kader panas mesin partai menang prabowo pilpres odd pdemokrat agusyudhoyono demokrat bareng ahy
"['anggaputraf', 'aniesbaswedan', 'cakiminow', 'yang', 'dukung', 'ijtima', 'ulama', 'rawan', 'kalah', 'prabowo', 'kalah', 'melulu']",anggaputraf aniesbaswedan cakiminow dukung ijtima ulama rawan kalah prabowo kalah melulu
"['mimih', 'mei', 'jokowi', 'minietweets', 'jordanmihaf', 'bengkeldodo', 'alextham', 'abby', 'mei', 'abbynfam', 'digifeeder', 'raden', 'wijaya', 'rojeoz', 'pak', 'prabowo', 'emg', 'junjung', 'tinggi', 'damai', 'dan', 'tulus', 'untuk', 'rakyat']",mimih mei jokowi minietweets jordanmihaf bengkeldodo alextham abby mei abbynfam digifeeder raden wijaya rojeoz prabowo emg junjung damai tulus rakyat
"['demokrat', 'sumbar', 'tegak', 'lurus', 'instruksi', 'ahy', 'siap', 'menang', 'prabowo', 'di', 'pilpres', 'kyz', 'agusyudhoyono', 'pdemokrat', 'demokrat', 'bareng', 'ahy']",demokrat sumbar tegak lurus instruksi ahy menang prabowo pilpres kyz agusyudhoyono pdemokrat demokrat bareng ahy
"['nilai', 'prabowo', 'milik', 'karakteristik', 'kuat', 'bagai', 'pimpin', 'ahy', 'beliau', 'pantang', 'serah', 'evg', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'bareng', 'ahy']",nilai prabowo milik karakteristik kuat pimpin ahy beliau pantang serah evg pdemokrat agusyudhoyono demokrat bareng ahy
